trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250806-150000-001-001-93,O-20250807-150000-001-001-94,BUY,FLAT,0.000,3.206,1754492400000000000,2025-08-06 15:00:00+00:00,1754578800000000000,2025-08-07 15:00:00+00:00,86400000000000,3662.65,3835.15,['9.61517872 USDT'],0.0471,543.41982128 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250808-140000-001-001-95,O-20250808-150000-001-001-96,BUY,FLAT,0.000,3.016,1754661600000000000,2025-08-08 14:00:00+00:00,1754665200000000000,2025-08-08 15:00:00+00:00,3600000000000,3983.41,3953.0,['9.57448502 USDT'],-0.00763,-101.29104502 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250820-140000-001-001-97,O-20250820-150000-001-001-98,SELL,FLAT,0.000,2.841,1755698400000000000,2025-08-20 14:00:00+00:00,1755702000000000000,2025-08-20 15:00:00+00:00,3600000000000,4211.67,4253.47,['9.61978510 USDT'],-0.00992,-128.37358510 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250822-150000-001-001-99,O-20250824-200000-001-001-100,BUY,FLAT,0.000,2.579,1755874800000000000,2025-08-22 15:00:00+00:00,1756065600000000000,2025-08-24 20:00:00+00:00,190800000000000,4613.93,4784.63,['9.69555450 USDT'],0.037,430.53974550 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250825-140000-001-001-101,O-20250825-180000-001-001-102,BUY,FLAT,0.000,2.601,1756130400000000000,2025-08-25 14:00:00+00:00,1756144800000000000,2025-08-25 18:00:00+00:00,14400000000000,4657.57,4572.93,['9.60341220 USDT'],-0.01817,-229.75205220 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250905-150000-001-001-103,O-20250905-200000-001-001-104,SELL,FLAT,0.000,2.804,1757084400000000000,2025-09-05 15:00:00+00:00,1757102400000000000,2025-09-05 20:00:00+00:00,18000000000000,4280.44,4336.24,['9.66446828 USDT'],-0.01304,-166.12766828 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250909-070000-001-001-105,O-20250909-150000-001-001-106,BUY,FLAT,0.000,2.733,1757401200000000000,2025-09-09 07:00:00+00:00,1757430000000000000,2025-09-09 15:00:00+00:00,28800000000000,4360.43,4282.64,['9.44860413 USDT'],-0.01784,-222.04867413 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250915-080000-001-001-107,O-20250916-180000-001-001-108,SELL,FLAT,0.000,2.619,1757923200000000000,2025-09-15 08:00:00+00:00,1758045600000000000,2025-09-16 18:00:00+00:00,122400000000000,4508.27,4472.33,['9.40807656 USDT'],0.00797,84.71878344 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250917-090000-001-001-109,O-20250917-200000-001-001-110,SELL,FLAT,0.000,2.637,1758099600000000000,2025-09-17 09:00:00+00:00,1758139200000000000,2025-09-17 20:00:00+00:00,39600000000000,4493.08,4499.6,['9.48547886 USDT'],-0.00145,-26.67871886 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20250921-230000-001-001-111,O-20250929-150000-001-001-112,SELL,FLAT,0.000,2.664,1758495600000000000,2025-09-21 23:00:00+00:00,1759158000000000000,2025-09-29 15:00:00+00:00,662400000000000,4443.01,4162.72,['9.17026589 USDT'],0.06309,737.52229411 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251001-150000-001-001-113,O-20251002-010000-001-001-114,SELL,FLAT,0.000,2.822,1759330800000000000,2025-10-01 15:00:00+00:00,1759366800000000000,2025-10-02 01:00:00+00:00,36000000000000,4325.01,4390.86,['9.83847406 USDT'],-0.01523,-195.66717406 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251003-170000-001-001-115,O-20251003-180000-001-001-116,BUY,FLAT,0.000,2.709,1759510800000000000,2025-10-03 17:00:00+00:00,1759514400000000000,2025-10-03 18:00:00+00:00,3600000000000,4469.53,4509.82,['9.73002366 USDT'],0.00901,99.41558634 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251005-100000-001-001-117,O-20251006-140000-001-001-118,SELL,FLAT,0.000,2.677,1759658400000000000,2025-10-05 10:00:00+00:00,1759759200000000000,2025-10-06 14:00:00+00:00,100800000000000,4540.83,4637.13,['9.82775956 USDT'],-0.02121,-267.62285956 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251017-120000-001-001-119,O-20251017-150000-001-001-120,BUY,FLAT,0.000,3.186,1760702400000000000,2025-10-17 12:00:00+00:00,1760713200000000000,2025-10-17 15:00:00+00:00,10800000000000,3773.7,3796.02,['9.64685117 USDT'],0.00591,61.46466883 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251019-100000-001-001-121,O-20251021-050000-001-001-122,BUY,FLAT,0.000,3.067,1760868000000000000,2025-10-19 10:00:00+00:00,1761022800000000000,2025-10-21 05:00:00+00:00,154800000000000,3929.58,3862.04,['9.55875941 USDT'],-0.01719,-216.70393941 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251022-150000-001-001-123,O-20251022-160000-001-001-124,BUY,FLAT,0.000,3.111,1761145200000000000,2025-10-22 15:00:00+00:00,1761148800000000000,2025-10-22 16:00:00+00:00,3600000000000,3839.73,3834.23,['9.54947582 USDT'],-0.00143,-26.65997582 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251024-050000-001-001-125,O-20251024-140000-001-001-126,BUY,FLAT,0.000,3.003,1761282000000000000,2025-10-24 05:00:00+00:00,1761314400000000000,2025-10-24 14:00:00+00:00,32400000000000,3972.71,3900.49,['9.45728784 USDT'],-0.01818,-226.33394784 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251028-150000-001-001-127,O-20251102-120000-001-001-128,SELL,FLAT,0.000,2.886,1761663600000000000,2025-10-28 15:00:00+00:00,1762084800000000000,2025-11-02 12:00:00+00:00,421200000000000,4095.35,3875.91,['9.20202254 USDT'],0.05358,624.10181746 USDT,True
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20251103-000000-001-001-129,O-20251103-020000-001-001-130,BUY,FLAT,0.000,3.140,1762128000000000000,2025-11-03 00:00:00+00:00,1762135200000000000,2025-11-03 02:00:00+00:00,7200000000000,3863.3,3797.39,['9.62182664 USDT'],-0.01706,-216.57922664 USDT,True
