strategy_id,symbol,exchange,instrument_id,position_type,open_datetime,close_datetime,entry_price,exit_price,quantity,realized_pnl,fees,duration_seconds,return_pct,order_ids
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-10-22 15:00:00+00:00,2025-10-22 16:00:00+00:00,3839.73,3834.23,0.0,-26.65997582,9.54947582,3600.0,-0.14323923817559647,"BINANCE-1-123,BINANCE-1-124"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-10-24 05:00:00+00:00,2025-10-24 14:00:00+00:00,3972.71,3900.49,0.0,-226.33394784,9.45728784,32400.0,-1.8179026407666332,"BINANCE-1-125,BINANCE-1-126"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-10-28 15:00:00+00:00,2025-11-02 12:00:00+00:00,4095.35,3875.91,0.0,624.10181746,9.20202254,421200.0,5.358272186748392,"BINANCE-1-127,BINANCE-1-128"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-11-03 00:00:00+00:00,2025-11-03 02:00:00+00:00,3863.3,3797.39,0.0,-216.57922664,9.62182664,7200.0,-1.7060544094427144,"BINANCE-1-129,BINANCE-1-130"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-11-04 06:00:00+00:00,2025-11-04 07:00:00+00:00,3510.89,3492.79,0.0,52.38215988,9.59224012,3600.0,0.5155387950063872,"BINANCE-1-131,BINANCE-1-132"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-11-12 15:00:00+00:00,2025-11-13 07:00:00+00:00,3426.34,3537.15,0.0,-399.40141234,9.79345234,57600.0,-3.234063169446122,"BINANCE-1-133,BINANCE-1-134"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-11-13 14:00:00+00:00,2025-11-13 15:00:00+00:00,3441.72,3385.52,0.0,184.09412508,9.40247492,3600.0,1.6329044779935575,"BINANCE-1-135,BINANCE-1-136"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-11-24 16:00:00+00:00,2025-11-28 12:00:00+00:00,2857.46,3034.82,0.0,731.33790475,9.84953525,331200.0,6.206911032875362,"BINANCE-1-137,BINANCE-1-138"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-11-28 17:00:00+00:00,2025-11-29 19:00:00+00:00,3033.6,2987.49,0.0,177.29724515,9.77102485,93600.0,1.5199762658227867,"BINANCE-1-139,BINANCE-1-140"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-12-07 18:00:00+00:00,2025-12-07 22:00:00+00:00,3127.89,3031.64,0.0,-391.20283696,9.76408696,14400.0,-3.077154247751679,"BINANCE-1-141,BINANCE-1-142"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-12-10 19:00:00+00:00,2025-12-10 22:00:00+00:00,3388.97,3345.18,0.0,-167.341176,9.697175999999999,10800.0,-1.2921330079640692,"BINANCE-1-143,BINANCE-1-144"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-12-17 15:00:00+00:00,2025-12-17 16:00:00+00:00,2903.23,2862.68,0.0,-178.83960698,9.62445698,3600.0,-1.3967202047374894,"BINANCE-1-145,BINANCE-1-146"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-12-18 18:00:00+00:00,2025-12-19 04:00:00+00:00,2826.01,2920.05,0.0,-409.91999412,9.77979412,36000.0,-3.3276598455065587,"BINANCE-1-147,BINANCE-1-148"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-12-21 14:00:00+00:00,2025-12-21 17:00:00+00:00,2969.05,2982.44,0.0,-62.78274268,9.47715268,10800.0,-0.45098600562469837,"BINANCE-1-149,BINANCE-1-150"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-12-22 16:00:00+00:00,2025-12-26 03:00:00+00:00,3042.02,2963.76,0.0,294.02439869,9.31136131,298800.0,2.5726326585623904,"BINANCE-1-151,BINANCE-1-152"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-12-26 15:00:00+00:00,2025-12-28 00:00:00+00:00,2921.5,2944.43,0.0,-103.27925599,9.58727599,118800.0,-0.7848707855553583,"BINANCE-1-153,BINANCE-1-154"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2025-12-29 01:00:00+00:00,2025-12-29 13:00:00+00:00,2979.81,2926.13,0.0,-223.49699549,9.42115549,43200.0,-1.8014571398847545,"BINANCE-1-155,BINANCE-1-156"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2025-12-31 17:00:00+00:00,2026-01-02 04:00:00+00:00,2974.56,3010.19,0.0,-150.4985962,9.475056200000001,126000.0,-1.197824216018506,"BINANCE-1-157,BINANCE-1-158"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-01-02 15:00:00+00:00,2026-01-08 07:00:00+00:00,3085.09,3126.41,0.0,147.2638368,9.4216032,489600.0,1.339345043418505,"BINANCE-1-159,BINANCE-1-160"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-01-08 13:00:00+00:00,2026-01-08 18:00:00+00:00,3095.33,3118.71,0.0,-98.36693765,9.45279765,18000.0,-0.7553314186209636,"BINANCE-1-161,BINANCE-1-162"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-01-09 02:00:00+00:00,2026-01-09 16:00:00+00:00,3107.95,3132.04,0.0,-100.28237691,9.41489691,50400.0,-0.7751089946749445,"BINANCE-1-163,BINANCE-1-164"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-01-13 16:00:00+00:00,2026-01-15 15:00:00+00:00,3179.79,3328.93,0.0,537.93553555,9.55740445,169200.0,4.690246840200141,"BINANCE-1-165,BINANCE-1-166"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-01-20 00:00:00+00:00,2026-01-29 17:00:00+00:00,3182.55,2823.19,0.0,1339.30530541,9.01341459,838800.0,11.291574366467149,"BINANCE-1-167,BINANCE-1-168"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-01-30 16:00:00+00:00,2026-02-03 20:00:00+00:00,2725.49,2298.93,0.0,1964.39392347,9.29919653,360000.0,15.650763715882277,"BINANCE-1-169,BINANCE-1-170"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-02-16 14:00:00+00:00,2026-02-16 21:00:00+00:00,1971.93,1998.19,0.0,-191.95659487,10.94641487,25200.0,-1.3316902729813007,"BINANCE-1-171,BINANCE-1-172"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-02-28 07:00:00+00:00,2026-02-28 08:00:00+00:00,1865.36,1851.43,0.0,90.03960303,10.75787697,3600.0,0.7467727409186331,"BINANCE-1-173,BINANCE-1-174"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-03-08 20:00:00+00:00,2026-03-08 23:00:00+00:00,1957.38,1935.97,0.0,-158.88805812,10.77367812,10800.0,-1.093809071309615,"BINANCE-1-175,BINANCE-1-176"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-03-13 14:00:00+00:00,2026-03-13 15:00:00+00:00,2150.39,2127.0,0.0,-157.15708552,10.712295520000001,3600.0,-1.0877096712689216,"BINANCE-1-177,BINANCE-1-178"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-03-13 16:00:00+00:00,2026-03-15 23:00:00+00:00,2132.9,2177.73,0.0,-292.1279313,10.8196813,198000.0,-2.1018331848656757,"BINANCE-1-179,BINANCE-1-180"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-03-28 16:00:00+00:00,2026-03-30 06:00:00+00:00,2023.48,2041.5,0.0,-128.52407966,10.63723966,136800.0,-0.8905450016802652,"BINANCE-1-181,BINANCE-1-182"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-04-01 07:00:00+00:00,2026-04-01 13:00:00+00:00,2130.13,2118.58,0.0,-81.93480906,10.509609059999999,21600.0,-0.5422204278612175,"BINANCE-1-183,BINANCE-1-184"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-04-05 16:00:00+00:00,2026-04-13 16:00:00+00:00,2051.24,2224.75,0.0,1099.86106481,10.94995519,691200.0,8.458785905111066,"BINANCE-1-185,BINANCE-1-186"
