strategy_id,symbol,exchange,instrument_id,position_type,open_datetime,close_datetime,entry_price,exit_price,quantity,realized_pnl,fees,duration_seconds,return_pct,order_ids
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-04-20 15:00:00+00:00,2026-04-20 18:00:00+00:00,2312.71,2332.89,0.0,-130.37822784,10.99334784,10800.0,-0.8725694099130488,"BINANCE-1-187,BINANCE-1-188"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-04-21 21:00:00+00:00,2026-04-27 16:00:00+00:00,2311.25,2276.49,0.0,-215.61830563,10.812385630000001,500400.0,-1.5039480800432714,"BINANCE-1-189,BINANCE-1-190"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-05-03 12:00:00+00:00,2026-05-06 14:00:00+00:00,2324.58,2358.19,0.0,184.45481631,10.88650369,266400.0,1.445852584122731,"BINANCE-1-191,BINANCE-1-192"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-05-10 16:00:00+00:00,2026-05-10 21:00:00+00:00,2348.94,2329.63,0.0,-122.66164955,10.83743955,18000.0,-0.8220729350260081,"BINANCE-1-193,BINANCE-1-194"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-05-10 23:00:00+00:00,2026-05-11 01:00:00+00:00,2370.21,2357.69,0.0,-82.33095708,10.80419708,7200.0,-0.5282232376034202,"BINANCE-1-195,BINANCE-1-196"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-05-14 18:00:00+00:00,2026-05-21 16:00:00+00:00,2308.49,2126.87,0.0,1051.73856589,10.375194109999999,597600.0,7.867480474249399,"BINANCE-1-197,BINANCE-1-198"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-05-21 18:00:00+00:00,2026-05-22 10:00:00+00:00,2125.89,2122.1,0.0,-36.21222601,11.20959601,57600.0,-0.178278274040522,"BINANCE-1-199,BINANCE-1-200"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-05-26 16:00:00+00:00,2026-05-29 16:00:00+00:00,2078.53,2039.65,0.0,250.91135399,11.10096601,259200.0,1.8705527464121352,"BINANCE-1-201,BINANCE-1-202"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-05-29 17:00:00+00:00,2026-05-29 19:00:00+00:00,2027.57,2016.03,0.0,-91.7073568,11.273556800000001,7200.0,-0.5691542092258195,"BINANCE-1-203,BINANCE-1-204"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,SHORT,2026-06-04 01:00:00+00:00,2026-06-04 05:00:00+00:00,1759.18,1783.37,0.0,-205.06101616,11.34749616,14400.0,-1.3750724769494793,"BINANCE-1-205,BINANCE-1-206"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-06-08 13:00:00+00:00,2026-06-09 01:00:00+00:00,1680.6,1667.84,0.0,-117.3209077,11.1449477,43200.0,-0.7592526478638617,"BINANCE-1-207,BINANCE-1-208"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-06-12 15:00:00+00:00,2026-06-12 16:00:00+00:00,1658.98,1671.99,0.0,98.02187513,11.18406487,3600.0,0.7842168079181144,"BINANCE-1-209,BINANCE-1-210"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-06-22 02:00:00+00:00,2026-06-22 15:00:00+00:00,1736.36,1744.02,0.0,50.44364071,11.20403929,46800.0,0.4411527563408457,"BINANCE-1-211,BINANCE-1-212"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-06-23 14:00:00+00:00,2026-06-24 14:00:00+00:00,1661.26,1646.69,0.0,-133.93182786,11.15043786,86400.0,-0.8770451344160435,"BINANCE-1-213,BINANCE-1-214"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-06-26 03:00:00+00:00,2026-07-08 02:00:00+00:00,1557.07,1756.89,0.0,1776.12803437,11.86132563,1033200.0,12.833077510966117,"BINANCE-1-215,BINANCE-1-216"
ToTheMoon-Testnset,ETHUSDT,BINANCE,ETHUSDT-PERP.BINANCE,LONG,2026-07-10 02:00:00+00:00,2026-07-13 02:00:00+00:00,1772.11,1806.12,0.0,272.45573501,11.96989499,259200.0,1.9191810892100314,"BINANCE-1-217,BINANCE-1-218"
