trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-198,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-8a9ac9b9f6cce514-48576,MARKET,BUY,5.848,IOC,False,False,5.848,TAKER,2126.87,0.0,['4.97517430 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,ebd763cf-2464-4bed-93c7-3af536c773ee,2026-05-21 16:00:00+00:00,2026-05-21 16:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-199,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-87f09a91dbfbd810-48585,MARKET,BUY,6.597,IOC,False,False,6.597,TAKER,2125.89,0.0,['5.60979853 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,700ef404-6ad3-42cc-b49d-e6a6de945c93,2026-05-21 18:00:00+00:00,2026-05-21 18:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-200,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-3242513aedebdc70-48650,MARKET,SELL,6.597,IOC,False,False,6.597,TAKER,2122.1,0.0,['5.59979748 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,cceab629-b8a6-4efe-bf3a-b61eaed3d300,2026-05-22 10:00:00+00:00,2026-05-22 10:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-201,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-483c05f8483a66ae-49058,MARKET,SELL,6.739,IOC,False,False,6.739,TAKER,2078.53,0.0,['5.60288547 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,69da1c8d-13de-4263-a987-935466eff9d4,2026-05-26 16:00:00+00:00,2026-05-26 16:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-202,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-0fa6d5ed396d5365-49345,MARKET,BUY,6.739,IOC,False,False,6.739,TAKER,2039.65,0.0,['5.49808054 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,b3ae4734-ef25-4a02-8796-69d50a4e6f85,2026-05-29 16:00:00+00:00,2026-05-29 16:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-203,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-d5d18734fd16b45f-49350,MARKET,BUY,6.970,IOC,False,False,6.970,TAKER,2027.57,0.0,['5.65286516 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,11e1077f-b0fc-40dc-94e6-321ee44280f3,2026-05-29 17:00:00+00:00,2026-05-29 17:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-204,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-2991619d7aa0ce8f-49359,MARKET,SELL,6.970,IOC,False,False,6.970,TAKER,2016.03,0.0,['5.62069164 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,e5ef99f6-a4d9-4046-91e3-dd902a8346f5,2026-05-29 19:00:00+00:00,2026-05-29 19:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-205,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-2e9eb3712a5922bc-49862,MARKET,SELL,8.008,IOC,False,False,8.008,TAKER,1759.18,0.0,['5.63500538 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,439e8b7f-0b84-491a-bbd9-3d2ac2a3bc34,2026-06-04 01:00:00+00:00,2026-06-04 01:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-206,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-02a31b7217d39997-49878,MARKET,BUY,8.008,IOC,False,False,8.008,TAKER,1783.37,0.0,['5.71249078 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,c7dea782-8dbe-4706-93f2-1ee92a645c16,2026-06-04 05:00:00+00:00,2026-06-04 05:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-207,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-fc1d00d35b9908ad-50294,MARKET,BUY,8.321,IOC,False,False,8.321,TAKER,1680.6,0.0,['5.59370904 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7fdff5f7-8772-4e07-ab11-103045f1be84,2026-06-08 13:00:00+00:00,2026-06-08 13:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-208,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-4269159ec3d19f85-50343,MARKET,SELL,8.321,IOC,False,False,8.321,TAKER,1667.84,0.0,['5.55123866 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f0d1ca9a-d706-4e7f-8a1f-e8fdf852aa28,2026-06-09 01:00:00+00:00,2026-06-09 01:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-209,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-1f19895199d1c4a4-50686,MARKET,BUY,8.394,IOC,False,False,8.394,TAKER,1658.98,0.0,['5.57019125 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,052f8817-011e-4088-8ac0-a0b8f8ef6933,2026-06-12 15:00:00+00:00,2026-06-12 15:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-210,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-66aa7b33bfdbe14d-50691,MARKET,SELL,8.394,IOC,False,False,8.394,TAKER,1671.99,0.0,['5.61387362 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7897a2d4-6da7-4827-a3c2-770ea7eee5a3,2026-06-12 16:00:00+00:00,2026-06-12 16:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-211,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-8489dad37d4a58c3-51591,MARKET,BUY,8.048,IOC,False,False,8.048,TAKER,1736.36,0.0,['5.58969011 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,33d8caa0-d1d6-4b49-8bad-a560490efeca,2026-06-22 02:00:00+00:00,2026-06-22 02:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-212,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-ccd9c9ae12bfefde-51644,MARKET,SELL,8.048,IOC,False,False,8.048,TAKER,1744.02,0.0,['5.61434918 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,489eaaaa-70bc-4b5c-bc3f-eb552e794288,2026-06-22 15:00:00+00:00,2026-06-22 15:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-213,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-2d3da18aaca07934-51737,MARKET,BUY,8.427,IOC,False,False,8.427,TAKER,1661.26,0.0,['5.59977521 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,4ec3c5da-d22c-4e5a-87d7-7e9fa5adb76b,2026-06-23 14:00:00+00:00,2026-06-23 14:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-214,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-37e1f3c2bcb8d259-51833,MARKET,SELL,8.427,IOC,False,False,8.427,TAKER,1646.69,0.0,['5.55066265 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3313918e-e004-44ad-8a64-a776d878718e,2026-06-24 14:00:00+00:00,2026-06-24 14:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-215,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-ac9ea938ebb69447-51982,MARKET,BUY,8.948,IOC,False,False,8.948,TAKER,1557.07,0.0,['5.57306494 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f555a51f-ba6b-43a7-bee5-0edb27e5a5bd,2026-06-26 03:00:00+00:00,2026-06-26 03:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-216,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-fa42ae74a188da36-53127,MARKET,SELL,8.948,IOC,False,False,8.948,TAKER,1756.89,0.0,['6.28826069 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,5ae0b41c-e311-408e-a808-3c7a043602c2,2026-07-08 02:00:00+00:00,2026-07-08 02:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-217,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-5d33b65823c174ee-53320,MARKET,BUY,8.363,IOC,False,False,8.363,TAKER,1772.11,0.0,['5.92806237 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3456eaf4-db96-45db-9bd8-5da7ae454718,2026-07-10 02:00:00+00:00,2026-07-10 02:00:00+00:00
BACKTESTER-001,QuantBT-001-001,ETHUSDT-PERP.BINANCE,BINANCE-1-218,ETHUSDT-PERP.BINANCE-QuantBT-001-001,BINANCE-001,T-17fb17ff0d3cc29f-53607,MARKET,SELL,8.363,IOC,False,False,8.363,TAKER,1806.12,0.0,['6.04183262 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,855d4074-0e45-4fcc-81ec-3d3139204fcc,2026-07-13 02:00:00+00:00,2026-07-13 02:00:00+00:00
